Relation Phrase,Cluster ID
receives gas supply from,-1
increase in backlogs vs growth,-1
is an integral part of,-1
issued bonds cover period,-1
covers period from,-1
affected incentive,-1
increase amount in 2020,-1
caused second hit to wage growth in,-1
caused positive change in,-1
encourage loans through,-1
indicated status,-1
effects to be offset by,-1
described by movement,-1
are on,-1
remains positive on,-1
increase partly compensated by,-1
driven by in period,-1
indicated intentions,-1
suggested to be lower than,-1
signified by,-1
reason for lower financing needs,-1
affected by supply constraints,-1
affected relationship between,-1
transmission includes,-1
Did not enter,-1
total amount,-1
may not apply to,-1
used to divide,-1
decline common to,-1
obtain funding,-1
of bond purchased,-1
show similar responses at impact to,-1
aims independence by,-1
at the bottom of,-1
increased around,-1
has impaired transmission impact from,-1
reference,-1
could structurally lower demand for,-1
slowdown widespread across,-1
nearly equal to,-1
timing of increase,-1
time of happening,-1
should be exercised to avoid,-1
analysis provides insight into,-1
acts as adviser on reforms,-1
amount to roll back in,-1
indicate order in,-1
largest holders in,-1
becomes sensitive due to reliance on,-1
growth trend in,-1
considered a first step toward framework,-1
could be pledged as,-1
transmission throughout,-1
revised due to easing,-1
experienced widening of spreads,-1
helps manage,-1
consumed by,-1
present differences in,-1
rate percentage,-1
information not available,-1
mitigation factor,-1
have drop compared to,-1
rally driven by,-1
indicate collapse in,-1
size in GDP,-1
primary income deficit,-1
documents extent to which,-1
allows benefit from,-1
contagion through,-1
occurred time,-1
stops increasing or starts declining,-1
stopped full reinvestment time reference,-1
adjustment type,-1
projected improvement,-1
reference projection,-1
has severe impact from,-1
limited ICL use due to synchronising,-1
outlook among,-1
increased exports to,-1
anticipate higher,-1
revised upwards due to outturns,-1
more likely to have delayed or cancelled,-1
time of declined share,-1
uses approach for policies,-1
noted as,-1
suggests trend,-1
may be more influential on,-1
declining despite,-1
purpose of creating,-1
substitution away from,-1
decision aligns with,-1
weighed on supply of,-1
ensure funding,-1
reason for pick up,-1
fall under,-1
are impacting the geography of,-1
at times,-1
assessment date,-1
timing differed from,-1
alternative to tariffs,-1
could bloat,-1
measured by the end of,-1
consists of lower,-1
tighten marginally,-1
has adjustment mechanism for,-1
made accessible by addressing concerns of,-1
measures expected to contribute to,-1
demonstrated exposure,-1
export share 2022,-1
covered by collective wage agreement in,-1
if reach,-1
time varied between,-1
conversations focus on,-1
not strong,-1
Rise during,-1
expected beyond,-1
inflation rate mentioned in,-1
rose from survey,-1
throughout 2019,-1
might consider supplier,-1
related to indicator,-1
required to make commitment for,-1
must be informed,-1
saw particularly substantial,-1
considered as substitute for,-1
responsible for reporting,-1
augments,-1
uses data,-1
decided by,-1
picked up then stabilized,-1
received more support than,-1
value stood at,-1
interim evaluation report,-1
purpose of adjustment,-1
not designed for,-1
has mpc outcome,-1
critical for monitoring,-1
conducts,-1
may be influenced by,-1
complicated by factors such as,-1
R Change,-1
from month,-1
needed data for,-1
experiencing highest incidence of,-1
direct comparisons across,-1
stronger than expected indicators include,-1
level status,-1
cautious in drawing about,-1
compared with no fiscal policy change period,-1
impact unlikely persist,-1
measure of change,-1
started to provide,-1
offset amount,-1
prefer option,-1
result in shift to,-1
indicated measures made it easier to meet,-1
participated in US dollar operations,-1
deeper integration of,-1
tightened in response to,-1
ReachedAmount,-1
cyclical properties,-1
extent of possible losses for,-1
impact in terms of distance to,-1
necessary for changes to,-1
expect from,-1
of TLTRO III operations compared to,-1
had strongest profit sentiment,-1
cut rate,-1
increase ownership of necessary reforms at,-1
is exception in age cohort for,-1
pledged for,-1
present effects on,-1
has no clear impact on liquidity concentration at,-1
increase partially offset by,-1
perceives inequality as too large,-1
contributed to temporary rally in,-1
showed subdued intentions to buy,-1
has plans for programme regarding,-1
cannot be managed at,-1
remains competitive despite,-1
aka,-1
context of resilience in,-1
accounts for feature,-1
spend abroad,-1
reinvested earnings recorded as,-1
have increased overall,-1
Raise Interest Rate By,-1
remained unchanged overall,-1
evolution influences,-1
has deteriorating prospects,-1
R depend on,-1
rebalanced away from sectors,-1
typically looks like,-1
may be reduced by,-1
time of reflection,-1
rise affected,-1
welcomes the measures,-1
preference of cars over,-1
falls within scope of,-1
excludes type of purchases,-1
categorised as,-1
stabilisation role confined to,-1
saw frequency increase from,-1
responsible for supporting,-1
suspension date,-1
conducted in context of,-1
will see decline in,-1
not indications of forthcoming,-1
understood as consequence of,-1
is challenging to compile on,-1
expected pattern for,-1
references period for increase,-1
specific amount withdrawal,-1
recorded change,-1
affect EU position,-1
are adverse,-1
causes limited gains in,-1
might no longer increase in line with,-1
redirected some of its oil exports to,-1
rebound in June,-1
raise amount,-1
indicated trough in,-1
reached level value,-1
NotSpecified,-1
volatilize,-1
counter impact of,-1
surge in activity due to,-1
examines until,-1
has similar degree of,-1
should be turned into,-1
benign view due to,-1
helped keep,-1
direct link to,-1
expect wage growth in 2024 similar to,-1
aims to study,-1
increase instead of,-1
did not remain above,-1
electricity from renewables,-1
confirm impact on,-1
is examined in the context of,-1
contraction since,-1
subcategory of,-1
safeguarding allows more effective delivery on,-1
working off,-1
muted performance,-1
designed to bridge,-1
pertaining to,-1
over time,-1
improves without,-1
response to higher yields,-1
Initial reaction to,-1
countercyclical to,-1
will mirror,-1
increases population in,-1
showed a clear preference for,-1
contributed to smaller decline,-1
expected trend in region,-1
considered more robust,-1
policy interest rates raised to higher levels than,-1
include lags,-1
account for weight within,-1
compensating for,-1
use prior,-1
R factor,-1
announced release,-1
officially dates,-1
for period,-1
access to finance ranked,-1
reached at the end of review period,-1
cause for predicted fall in,-1
measure type,-1
has a panel,-1
adopted measure,-1
rose between,-1
onshoring,-1
improvement aspect,-1
has quantity,-1
last time happened,-1
deteriorate impacting,-1
owing to pandemic reached a trough in,-1
planned to present,-1
decline over,-1
indicates activity levels in,-1
designed to derive,-1
could be addressed by,-1
labour force contribution is,-1
contains puzzles,-1
if weakens,-1
protection from loss of,-1
result of operation,-1
provides additional information not in,-1
time of peak share,-1
became targeted in,-1
promises,-1
changes affect,-1
decrease not mitigated by increase in,-1
decreasing,-1
has length increased compared to,-1
not past,-1
growth partly due to,-1
extended use of,-1
inflict,-1
curbing rise in,-1
covers time span,-1
protect functionality of,-1
continued to point to,-1
have export price condition,-1
expected to remain high in,-1
focus of deterioration,-1
business levels below,-1
with rate status,-1
size tends to be outsized relative to,-1
computes and publishes,-1
introduced the measure after,-1
adjustment less than,-1
reach by,-1
over term,-1
assessed over,-1
indicate further,-1
confirmed resilience during,-1
related to remaining,-1
over the rest of,-1
tuned by,-1
had last wave join,-1
was the predominant cost concern,-1
in Slovakia,-1
meet by year,-1
feels,-1
limits ability to buffer,-1
multiplies,-1
has policy to counter,-1
