Relation Phrase,Cluster ID
led to decline due to decline in,4198
construction during,4666
related risks,3890
leading to,3998
declineAmount,4198
AtTime,4193
remained unchanged against,3802
market share fell to,3989
used to bridge,4213
providing support since,4063
considered as very important by,4562
base effect from,3800
takes on average,4104
having impacts on,3805
type of trade,4446
is still well below,3831
performance tendency,4178
involves dimension,4271
has date,3915
extended on favourable terms to,4400
Publish main findings in,4255
Purchases at higher pace decided for,4414
needs because of nature of,4224
from subsidising,3985
shows challenges in,4239
previous assessment,3823
is scarce regarding,3858
starts with forecasts from,4151
may occur this year,3861
reason for exclusion,4115
decided to work on,3963
include benefits,4323
comparison June to July,4526
achieved last year,3888
reduced risk by,3890
continue increase at,4023
increase further,4023
climate risk stress test by,4116
increased willingness to intermediate for,4650
is indicating,3940
evaluated to assess calibration and size for,4230
has negative link with,4728
adjusted behavior,4041
repayments contributed to reduction in,4148
related to further escalation of,4183
located more downstream in,4352
amplify reaction of,4402
lockdowns in,4353
possible location,4223
special regulation for year,4466
considers analysis in,4076
written down the value of,3905
offset the negative contribution from,4394
marked decline of,4198
cross alternative,4529
will be weaker,3932
should be targeted towards,3906
Used to support,4063
energy crunch impact on,4156
still considered high for,3882
special conditions expected to end,4144
drive wedge between,4681
loan duration preference,4001
will restore,4024
future path depends on,4813
partly supported by,4063
reason for demand in,3817
reveal dynamics of inflation in,4262
recognized importance of,4562
Directs,4702
showed contraction in,4807
faced production limits by,3881
initially set at six times,3988
has oil price assumptions lower than,4037
aims to see,3900
could affect growth and macroeconomic stability of,4267
targeted increase in,4023
reflecting,3833
do not foresee increase in,4023
low activity in market,4288
set new limit at,3910
settled during event,3852
if,4333
reason for flexible purchases,4414
is first line of defence against,4762
context short run,4118
predicted to have effect on,3800
check with,4232
throughout timeframe,3862
planning,4488
affects due to,3800
allocation of purchases,4414
has starting price of,3857
reflect much of the repricing in,3833
leads to obsolescence of,4119
source,4028
current permit period is,4181
has expenditure data,4179
records deterioration in,3873
was in location,4223
implemented schemes,4419
second source of,4028
adoption year,4785
total number in time period,4729
comparative increase period,4011
precondition for,4243
concern country,4806
decided to end,3828
amount of new record low,3873
hovered around,4544
considered decline of,4198
has uncertain factors,4786
lowers perceived,3882
of available resources devoted to,4105
from rate,4060
concerned with encouragement post,4376
offer information on,4088
pushed growth into,3979
limited accumulation by,4713
isolation method,4458
more accurate until,4168
expectations given on,4044
price change over review period,4036
implies condition of,4433
applied when,4618
IMPACT LOCATION,3805
affected by full integration of price changes,4530
global importance due to,4562
distributed over time to allow,3877
became overight benchmark after eonia,4418
observed as factor in increase of,4023
has benefits over,4323
reversal might have halted,4086
can adjust through,4041
not withdrawn timely,4558
assist in analyzing,4076
injected via operation,3950
makes prices,3857
potential deviation from,4142
end will push up,3993
show strengthening since,4258
representation of wage bill in,4306
moving above,3920
built on assumptions,4165
allowed in,4242
losses persisting until,4324
effects propagate through,4779
has difficulty forming opinion on,4194
caused the relatively smaller deterioration,4119
tightened follow up,4244
soared since,4054
was weak reflecting,3833
presents estimates,3953
could renew upward pressure on,4546
parked for,3918
investment growth rate,3945
expected to be worse due to,4290
can be as low as,3882
down from,4648
has volume percentage in time,3937
rise related to,3843
delayed and contained decline in,4198
is broader measure of,4018
rose from value,4202
comparison with previous condition,4248
ease for construction activity,4666
spend large percentage on,4528
focus on timeframe,3862
produced confidence effects in,4804
later rate of,4060
reflected dynamics of,3833
production decline percentage,4198
decoupling from,4606
significance as level in,3840
compared to GDP projections by,3879
increased special programme to support,4345
refers to sectors like,3983
envisions,4284
crucial for limiting,3910
is important when using,3996
review impact on,4036
related to year,4466
prevented tightening of,4244
evolves across,4789
start increase,4023
cause to deteriorate,4119
rebounded from turmoil,4226
resetting for,4024
improved sentiment due to,4194
decisions impact,4182
equivalent size to,3959
recorded higher values since,4023
revised down significantly,4687
dents,4550
did not comply with,4356
should be representative of,4620
will review,4036
fulfil,4378
needs to be,4224
increase offset by compression in,4145
trade disrupted by,3923
RiseFromTo,3843
no lasting effect after,3924
value lost by date,3905
is a demographic trend affecting,3837
clamped down on,4655
Find significance of,4692
weakening due to,3932
applies to rule,4282
has growth data for,3979
will be brought to levels,3840
build,4022
has development,3809
is used to distinguish,3864
